Fecha;Territorio;Medida;Valor;
03/03/2020;Jaen;Total UCI;;
03/03/2020;Jaen;Fallecimientos;0;
03/03/2020;Jaen;Curados;;
03/03/2020;Jaen;Nuevos casos;;
03/03/2020;Malaga;Confirmados;7;
03/03/2020;Malaga;Hospitalizados;;
03/03/2020;Malaga;Total UCI;;
03/03/2020;Malaga;Fallecimientos;0;
03/03/2020;Malaga;Curados;;
03/03/2020;Malaga;Nuevos casos;1;
03/03/2020;Sevilla;Confirmados;2;
03/03/2020;Sevilla;Hospitalizados;;
03/03/2020;Sevilla;Total UCI;;
03/03/2020;Sevilla;Fallecimientos;0;
03/03/2020;Sevilla;Curados;;
03/03/2020;Sevilla;Nuevos casos;;
02/03/2020;Spain;Confirmados;148;
02/03/2020;Spain;Hospitalizados;93;
02/03/2020;Spain;Total UCI;3;
02/03/2020;Spain;Fallecimientos;;
02/03/2020;Spain;Curados;;
02/03/2020;Spain;Nuevos casos;35;
02/03/2020;Andalucia;Confirmados;10;
02/03/2020;Andalucia;Hospitalizados;;
02/03/2020;Andalucia;Total UCI;;
02/03/2020;Andalucia;Fallecimientos;0;
02/03/2020;Andalucia;Curados;;
02/03/2020;Andalucia;Nuevos casos;;
02/03/2020;Almeria;Confirmados;1;
02/03/2020;Almeria;Hospitalizados;;
02/03/2020;Almeria;Total UCI;;
02/03/2020;Almeria;Fallecimientos;0;
02/03/2020;Almeria;Curados;;
02/03/2020;Almeria;Nuevos casos;;
02/03/2020;Cadiz;Confirmados;0;
02/03/2020;Cadiz;Hospitalizados;;
02/03/2020;Cadiz;Total UCI;;
02/03/2020;Cadiz;Fallecimientos;0;
02/03/2020;Cadiz;Curados;;
02/03/2020;Cadiz;Nuevos casos;;
02/03/2020;Cordoba;Confirmados;0;
02/03/2020;Cordoba;Hospitalizados;;
02/03/2020;Cordoba;Total UCI;;
02/03/2020;Cordoba;Fallecimientos;0;
02/03/2020;Cordoba;Curados;;
02/03/2020;Cordoba;Nuevos casos;;
02/03/2020;Granada;Confirmados;0;
02/03/2020;Granada;Hospitalizados;;
02/03/2020;Granada;Total UCI;;
02/03/2020;Granada;Fallecimientos;0;
02/03/2020;Granada;Curados;;
02/03/2020;Granada;Nuevos casos;;
02/03/2020;Huelva;Confirmados;0;
02/03/2020;Huelva;Hospitalizados;;
02/03/2020;Huelva;Total UCI;;
02/03/2020;Huelva;Fallecimientos;0;
02/03/2020;Huelva;Curados;;
02/03/2020;Huelva;Nuevos casos;;
02/03/2020;Jaen;Confirmados;1;
02/03/2020;Jaen;Hospitalizados;;
02/03/2020;Jaen;Total UCI;;
02/03/2020;Jaen;Fallecimientos;0;
02/03/2020;Jaen;Curados;;
02/03/2020;Jaen;Nuevos casos;;
02/03/2020;Malaga;Confirmados;6;
02/03/2020;Malaga;Hospitalizados;;
02/03/2020;Malaga;Total UCI;;
02/03/2020;Malaga;Fallecimientos;0;
02/03/2020;Malaga;Curados;;
02/03/2020;Malaga;Nuevos casos;;
02/03/2020;Sevilla;Confirmados;2;
02/03/2020;Sevilla;Hospitalizados;;
02/03/2020;Sevilla;Total UCI;;
02/03/2020;Sevilla;Fallecimientos;0;
02/03/2020;Sevilla;Curados;;
02/03/2020;Sevilla;Nuevos casos;;
01/03/2020;Spain;Confirmados;113;
01/03/2020;Spain;Hospitalizados;88;
01/03/2020;Spain;Total UCI;3;
01/03/2020;Spain;Fallecimientos;;
01/03/2020;Spain;Curados;;
01/03/2020;Spain;Nuevos casos;48;
01/03/2020;Andalucia;Confirmados;10;
01/03/2020;Andalucia;Hospitalizados;;
01/03/2020;Andalucia;Total UCI;;
01/03/2020;Andalucia;Fallecimientos;0;
01/03/2020;Andalucia;Curados;;
01/03/2020;Andalucia;Nuevos casos;;
01/03/2020;Almeria;Confirmados;1;
01/03/2020;Almeria;Hospitalizados;;
01/03/2020;Almeria;Total UCI;;
01/03/2020;Almeria;Fallecimientos;0;
01/03/2020;Almeria;Curados;;
01/03/2020;Almeria;Nuevos casos;;
01/03/2020;Cadiz;Confirmados;0;
01/03/2020;Cadiz;Hospitalizados;;
01/03/2020;Cadiz;Total UCI;;
01/03/2020;Cadiz;Fallecimientos;0;
01/03/2020;Cadiz;Curados;;
01/03/2020;Cadiz;Nuevos casos;;
01/03/2020;Cordoba;Confirmados;0;
01/03/2020;Cordoba;Hospitalizados;;
01/03/2020;Cordoba;Total UCI;;
01/03/2020;Cordoba;Fallecimientos;0;
01/03/2020;Cordoba;Curados;;
01/03/2020;Cordoba;Nuevos casos;;
01/03/2020;Granada;Confirmados;0;
01/03/2020;Granada;Hospitalizados;;
01/03/2020;Granada;Total UCI;;
01/03/2020;Granada;Fallecimientos;0;
01/03/2020;Granada;Curados;;
01/03/2020;Granada;Nuevos casos;;
01/03/2020;Huelva;Confirmados;0;
01/03/2020;Huelva;Hospitalizados;;
01/03/2020;Huelva;Total UCI;;
01/03/2020;Huelva;Fallecimientos;0;
01/03/2020;Huelva;Curados;;
01/03/2020;Huelva;Nuevos casos;;
01/03/2020;Jaen;Confirmados;1;
01/03/2020;Jaen;Hospitalizados;;
01/03/2020;Jaen;Total UCI;;
01/03/2020;Jaen;Fallecimientos;0;
01/03/2020;Jaen;Curados;;
01/03/2020;Jaen;Nuevos casos;;
01/03/2020;Malaga;Confirmados;6;
01/03/2020;Malaga;Hospitalizados;;
01/03/2020;Malaga;Total UCI;;
01/03/2020;Malaga;Fallecimientos;0;
01/03/2020;Malaga;Curados;;
01/03/2020;Malaga;Nuevos casos;;
01/03/2020;Sevilla;Confirmados;2;
01/03/2020;Sevilla;Hospitalizados;;
01/03/2020;Sevilla;Total UCI;;
01/03/2020;Sevilla;Fallecimientos;0;
01/03/2020;Sevilla;Curados;;
01/03/2020;Sevilla;Nuevos casos;;
29/02/2020;Spain;Confirmados;65;
29/02/2020;Spain;Hospitalizados;85;
29/02/2020;Spain;Total UCI;3;
29/02/2020;Spain;Fallecimientos;;
29/02/2020;Spain;Curados;;
29/02/2020;Spain;Nuevos casos;22;
29/02/2020;Andalucia;Confirmados;10;
29/02/2020;Andalucia;Hospitalizados;;
29/02/2020;Andalucia;Total UCI;;
29/02/2020;Andalucia;Fallecimientos;0;
29/02/2020;Andalucia;Curados;;
29/02/2020;Andalucia;Nuevos casos;2;
29/02/2020;Almeria;Confirmados;1;
29/02/2020;Almeria;Hospitalizados;;
29/02/2020;Almeria;Total UCI;;
29/02/2020;Almeria;Fallecimientos;0;
29/02/2020;Almeria;Curados;;
29/02/2020;Almeria;Nuevos casos;;
29/02/2020;Cadiz;Confirmados;0;
29/02/2020;Cadiz;Hospitalizados;;
29/02/2020;Cadiz;Total UCI;;
29/02/2020;Cadiz;Fallecimientos;0;
29/02/2020;Cadiz;Curados;;
29/02/2020;Cadiz;Nuevos casos;;
29/02/2020;Cordoba;Confirmados;0;
29/02/2020;Cordoba;Hospitalizados;;
29/02/2020;Cordoba;Total UCI;;
29/02/2020;Cordoba;Fallecimientos;0;
29/02/2020;Cordoba;Curados;;
29/02/2020;Cordoba;Nuevos casos;;
29/02/2020;Granada;Confirmados;0;
29/02/2020;Granada;Hospitalizados;;
29/02/2020;Granada;Total UCI;;
29/02/2020;Granada;Fallecimientos;0;
29/02/2020;Granada;Curados;;
29/02/2020;Granada;Nuevos casos;;
29/02/2020;Huelva;Confirmados;0;
29/02/2020;Huelva;Hospitalizados;;
29/02/2020;Huelva;Total UCI;;
29/02/2020;Huelva;Fallecimientos;0;
29/02/2020;Huelva;Curados;;
29/02/2020;Huelva;Nuevos casos;;
29/02/2020;Jaen;Confirmados;1;
29/02/2020;Jaen;Hospitalizados;;
29/02/2020;Jaen;Total UCI;;
29/02/2020;Jaen;Fallecimientos;0;
29/02/2020;Jaen;Curados;;
29/02/2020;Jaen;Nuevos casos;;
29/02/2020;Malaga;Confirmados;6;
29/02/2020;Malaga;Hospitalizados;;
29/02/2020;Malaga;Total UCI;;
29/02/2020;Malaga;Fallecimientos;0;
29/02/2020;Malaga;Curados;;
29/02/2020;Malaga;Nuevos casos;2;
29/02/2020;Sevilla;Confirmados;2;
29/02/2020;Sevilla;Hospitalizados;;
29/02/2020;Sevilla;Total UCI;;
29/02/2020;Sevilla;Fallecimientos;0;
29/02/2020;Sevilla;Curados;;
29/02/2020;Sevilla;Nuevos casos;;
28/02/2020;Spain;Confirmados;43;
28/02/2020;Spain;Hospitalizados;78;
28/02/2020;Spain;Total UCI;3;
28/02/2020;Spain;Fallecimientos;;
28/02/2020;Spain;Curados;;
28/02/2020;Spain;Nuevos casos;14;
28/02/2020;Andalucia;Confirmados;8;
28/02/2020;Andalucia;Hospitalizados;;
28/02/2020;Andalucia;Total UCI;;
28/02/2020;Andalucia;Fallecimientos;0;
28/02/2020;Andalucia;Curados;;
28/02/2020;Andalucia;Nuevos casos;2;
28/02/2020;Almeria;Confirmados;1;
28/02/2020;Almeria;Hospitalizados;;
28/02/2020;Almeria;Total UCI;;
28/02/2020;Almeria;Fallecimientos;0;
28/02/2020;Almeria;Curados;;
28/02/2020;Almeria;Nuevos casos;;
28/02/2020;Cadiz;Confirmados;0;
28/02/2020;Cadiz;Hospitalizados;;
28/02/2020;Cadiz;Total UCI;;
28/02/2020;Cadiz;Fallecimientos;0;
28/02/2020;Cadiz;Curados;;
28/02/2020;Cadiz;Nuevos casos;;
28/02/2020;Cordoba;Confirmados;0;
28/02/2020;Cordoba;Hospitalizados;;
28/02/2020;Cordoba;Total UCI;;
28/02/2020;Cordoba;Fallecimientos;0;
28/02/2020;Cordoba;Curados;;
28/02/2020;Cordoba;Nuevos casos;;
28/02/2020;Granada;Confirmados;0;
28/02/2020;Granada;Hospitalizados;;
28/02/2020;Granada;Total UCI;;
28/02/2020;Granada;Fallecimientos;0;
28/02/2020;Granada;Curados;;
28/02/2020;Granada;Nuevos casos;;
28/02/2020;Huelva;Confirmados;0;
28/02/2020;Huelva;Hospitalizados;;
28/02/2020;Huelva;Total UCI;;
28/02/2020;Huelva;Fallecimientos;0;
28/02/2020;Huelva;Curados;;
28/02/2020;Huelva;Nuevos casos;;
28/02/2020;Jaen;Confirmados;1;
28/02/2020;Jaen;Hospitalizados;;
28/02/2020;Jaen;Total UCI;;
28/02/2020;Jaen;Fallecimientos;0;
28/02/2020;Jaen;Curados;;
28/02/2020;Jaen;Nuevos casos;1;
28/02/2020;Malaga;Confirmados;4;
28/02/2020;Malaga;Hospitalizados;;
28/02/2020;Malaga;Total UCI;;
28/02/2020;Malaga;Fallecimientos;0;
28/02/2020;Malaga;Curados;;
28/02/2020;Malaga;Nuevos casos;;
28/02/2020;Sevilla;Confirmados;2;
28/02/2020;Sevilla;Hospitalizados;;
28/02/2020;Sevilla;Total UCI;;
28/02/2020;Sevilla;Fallecimientos;0;
28/02/2020;Sevilla;Curados;;
28/02/2020;Sevilla;Nuevos casos;1;
27/02/2020;Spain;Confirmados;29;
27/02/2020;Spain;Hospitalizados;73;
27/02/2020;Spain;Total UCI;3;
27/02/2020;Spain;Fallecimientos;;
27/02/2020;Spain;Curados;;
27/02/2020;Spain;Nuevos casos;13;
27/02/2020;Andalucia;Confirmados;6;
27/02/2020;Andalucia;Hospitalizados;;
27/02/2020;Andalucia;Total UCI;;
27/02/2020;Andalucia;Fallecimientos;0;
27/02/2020;Andalucia;Curados;;
27/02/2020;Andalucia;Nuevos casos;5;
27/02/2020;Almeria;Confirmados;1;
27/02/2020;Almeria;Hospitalizados;;
27/02/2020;Almeria;Total UCI;;
27/02/2020;Almeria;Fallecimientos;0;
27/02/2020;Almeria;Curados;;
27/02/2020;Almeria;Nuevos casos;1;
27/02/2020;Cadiz;Confirmados;0;
27/02/2020;Cadiz;Hospitalizados;;
27/02/2020;Cadiz;Total UCI;;
27/02/2020;Cadiz;Fallecimientos;0;
27/02/2020;Cadiz;Curados;;
27/02/2020;Cadiz;Nuevos casos;;
27/02/2020;Cordoba;Confirmados;0;
27/02/2020;Cordoba;Hospitalizados;;
27/02/2020;Cordoba;Total UCI;;
27/02/2020;Cordoba;Fallecimientos;0;
27/02/2020;Cordoba;Curados;;
27/02/2020;Cordoba;Nuevos casos;;
27/02/2020;Granada;Confirmados;0;
27/02/2020;Granada;Hospitalizados;;
27/02/2020;Granada;Total UCI;;
27/02/2020;Granada;Fallecimientos;0;
27/02/2020;Granada;Curados;;
27/02/2020;Granada;Nuevos casos;;
27/02/2020;Huelva;Confirmados;0;
27/02/2020;Huelva;Hospitalizados;;
27/02/2020;Huelva;Total UCI;;
27/02/2020;Huelva;Fallecimientos;0;
27/02/2020;Huelva;Curados;;
27/02/2020;Huelva;Nuevos casos;;
27/02/2020;Jaen;Confirmados;0;
27/02/2020;Jaen;Hospitalizados;;
27/02/2020;Jaen;Total UCI;;
27/02/2020;Jaen;Fallecimientos;0;
27/02/2020;Jaen;Curados;;
27/02/2020;Jaen;Nuevos casos;;
27/02/2020;Malaga;Confirmados;4;
27/02/2020;Malaga;Hospitalizados;;
27/02/2020;Malaga;Total UCI;;
27/02/2020;Malaga;Fallecimientos;0;
27/02/2020;Malaga;Curados;;
27/02/2020;Malaga;Nuevos casos;4;
27/02/2020;Sevilla;Confirmados;1;
27/02/2020;Sevilla;Hospitalizados;;
27/02/2020;Sevilla;Total UCI;;
27/02/2020;Sevilla;Fallecimientos;0;
27/02/2020;Sevilla;Curados;;
27/02/2020;Sevilla;Nuevos casos;;
26/02/2020;Spain;Confirmados;16;
26/02/2020;Spain;Hospitalizados;63;
26/02/2020;Spain;Total UCI;3;
26/02/2020;Spain;Fallecimientos;;
26/02/2020;Spain;Curados;;
26/02/2020;Spain;Nuevos casos;6;
26/02/2020;Andalucia;Confirmados;1;
26/02/2020;Andalucia;Hospitalizados;;
26/02/2020;Andalucia;Total UCI;;
26/02/2020;Andalucia;Fallecimientos;0;
26/02/2020;Andalucia;Curados;;
26/02/2020;Andalucia;Nuevos casos;1;
26/02/2020;Almeria;Confirmados;0;
26/02/2020;Almeria;Hospitalizados;;
26/02/2020;Almeria;Total UCI;;
26/02/2020;Almeria;Fallecimientos;0;
26/02/2020;Almeria;Curados;;
26/02/2020;Almeria;Nuevos casos;;
26/02/2020;Cadiz;Confirmados;0;
26/02/2020;Cadiz;Hospitalizados;;
26/02/2020;Cadiz;Total UCI;;
26/02/2020;Cadiz;Fallecimientos;0;
26/02/2020;Cadiz;Curados;;
26/02/2020;Cadiz;Nuevos casos;;
26/02/2020;Cordoba;Confirmados;0;
26/02/2020;Cordoba;Hospitalizados;;
26/02/2020;Cordoba;Total UCI;;
26/02/2020;Cordoba;Fallecimientos;0;
26/02/2020;Cordoba;Curados;;
26/02/2020;Cordoba;Nuevos casos;;
26/02/2020;Granada;Confirmados;0;
26/02/2020;Granada;Hospitalizados;;
26/02/2020;Granada;Total UCI;;
26/02/2020;Granada;Fallecimientos;0;
26/02/2020;Granada;Curados;;
26/02/2020;Granada;Nuevos casos;;
26/02/2020;Huelva;Confirmados;0;
26/02/2020;Huelva;Hospitalizados;;
26/02/2020;Huelva;Total UCI;;
26/02/2020;Huelva;Fallecimientos;0;
26/02/2020;Huelva;Curados;;
26/02/2020;Huelva;Nuevos casos;;
26/02/2020;Jaen;Confirmados;0;
26/02/2020;Jaen;Hospitalizados;;
26/02/2020;Jaen;Total UCI;;
26/02/2020;Jaen;Fallecimientos;0;
26/02/2020;Jaen;Curados;;
26/02/2020;Jaen;Nuevos casos;;
26/02/2020;Malaga;Confirmados;0;
26/02/2020;Malaga;Hospitalizados;;
26/02/2020;Malaga;Total UCI;;
26/02/2020;Malaga;Fallecimientos;0;
26/02/2020;Malaga;Curados;;
26/02/2020;Malaga;Nuevos casos;;
26/02/2020;Sevilla;Confirmados;1;
26/02/2020;Sevilla;Hospitalizados;;
26/02/2020;Sevilla;Total UCI;;
26/02/2020;Sevilla;Fallecimientos;0;
26/02/2020;Sevilla;Curados;;
26/02/2020;Sevilla;Nuevos casos;1;
